"Timestamp","Student's ID","Gender","Bac II's Overall Grade","Bac II Mathematics Grade","Department","Do you have difficulties engaging in your online classes during this Covid-19 outbreak?","What kind of difficulties do you commonly have during this period?","I gather with friends to study mathematics as a group.","I seek advice or explanation from my friends, seniors or those who know more about mathematics problems outside formal class hours.","I try to start my homework immediately after math class.","I have a specific time to study mathematics.","I am careful to keep up-to-date with math homework.","I study math eight to ten hours a week besides classroom hours.","I attend math tutor sessions regularly.","I read my math textbook before coming to class.","If I have trouble understanding the text, I find an alternate text or books.","I take notes during my mathematics classes.","I am careful to copy all the steps of math problems in my notes.","I ask questions when I am confused.","I go to the instructor or tutor center when I am confused.","I try to determine exactly when I got confused and exactly what confused me.","I review my notes and text before beginning the homework.","I work problems until I understand them, not just until I get the answers listed in the back of the book.","I develop memory techniques to remember math concepts.","Sought advice from academic staff including lecturers and/or consulting adviser (via Telegram or during online classes...)","Made a class or online presentation on your assigned work.","Worked hard to master difficult contents or lessons in your classes.","Used library resources on campus or online to do your work or expand your horizons.","Worked on an assignment (TD/TP) that required integrating ideas or information from various sources.","Worked with other students on teamwork/projects during class.","Worked with other students outside class to prepare assignments (either during online classes or personal hours).","Used an online learning system to discuss or complete an assignment.","Discussed your grades or assignments with lecturers.","Talked about your career plans or choosing department or majors with friends, seniors, lecturers or advisors.","Discussed ideas from your readings or classes with lecturers outside class.","Received prompt written or oral feedback from lecturers on your academic performance.","Worked harder than you thought you could to meet your lecturers’ standards or expectations.","Discussed ideas from your readings or classes with others outside class (e.g. friends, seniors, lecturers etc.)","I always prepare myself well for my math classes, tests and quizzes.","I often motivate myself to get a good score in math.","I always pay full attention during my math classes.","Mathematics is important for my study and future career.","I feel confident in my abilities to solve mathematics problems.","I can understand my math teacher’s explanation easily.","I spend lots of time to practice mathematics or work on assignments.","I would prefer to write a math assignment than write an essay.","I believe studying of math helps me with problem solving in other subjects.","I like to solve new problems in mathematics.","I am happier in a math class than in any other classes.","It would not bother me at all to take more math courses.","I have usually been at ease during math test.","I have usually been at ease during math course.","I often feel tense and bored in my mathematics class.","I always feel nervous in quizzes or exams of math.","I don’t like working on the homework given by my mathematics teacher.","I am not eager to participate in discussions that involve mathematics.","I get a sinking feeling when I think of trying hard math problems.","My mind goes blank and I am unable to think clearly when working mathematics.","Mathematics makes me feel uneasy and confused.","I feel more nervous and anxious than usual.","I feel afraid for no reason at all.","I get upset easily or feel panicky.","I feel like I’m falling apart and going to pieces.","I feel that everything is all right and nothing bad will happen.","My arms and legs shake and tremble.","I am bothered by headaches neck and back pain.","I feel weak and get tired easily."," I feel calm and can sit still easily.","I can feel my heart beating fast.","I am bothered by dizzy spells.","I have fainting spells or feel like it.","I can breathe in and out easily.","I get numbness and tingling in my fingers and toes.","I am bothered by stomach aches or indigestion.","I have to empty my bladder often.","My hands are usually dry and warm.","My face gets hot and blushes.","I fall asleep easily and get a good night’s rest.","I have nightmares.","Semester 1: Calculus II","Semester 1: Probability and Statistics","Semester 1: Differential Equation","Annual Score"
"2021/08/15 7:46:27 PM GMT+7","e20190079","Male","C","B","GEE","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Always","Always","Always","Always","Sometimes","Never Even Thought of","Always","Always","Always","Always","Always","Sometimes","Sometimes","Always","Always","Always","Often","Sometimes","Often","Sometimes","Very Often","Very Often","Sometimes","Very Often","Sometimes","Very Often","Sometimes","Sometimes","Often","Very Often","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Neutral","Neutral","Some of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","A little of the time","67.25","64.60","57.25","66.23"
"2021/08/15 7:49:10 PM GMT+7","e20190042","Female","B","B","CGA","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Sometimes","Always","Sometimes","Sometimes","Always","Always","Sometimes","Always","Sometimes","Always","Sometimes","Rarely","Always","Sometimes","Always","Always","Sometimes","Often","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Neutral","Disagree","Disagree","Disagree","Neutral","Some of the time","A little of the time","Most of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","Most of the time","Most of the time","A little of the time","Some of the time","A little of the time","A little of the time","92.91","76.95","84.3","84.03"
"2021/08/15 7:50:31 PM GMT+7","e20190065","Male","B","B","CGA","Yes","Online class is not interactive","Sometimes","Always","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Rarely","Always","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Very Often","Sometimes","Often","Very Often","Often","Sometimes","Never","Sometimes","Sometimes","Sometimes","Very Often","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Disagree","Agree","Strongly Disagree","Disagree","Neutral","Disagree","Neutral","Some of the time","A little of the time","Some of the time","A little of the time","Most of the time","A little of the time","Good part of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Most of the time","Some of the time","A little of the time","Most of the time","Some of the time","Good part of the time","Some of the time","A little of the time","92.91","93.65","93.34","88.71"
"2021/08/15 7:54:07 PM GMT+7","e20190107","Male","C","B","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Always","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","Good part of the time","A little of the time","72","66","66","70"
"2021/08/15 7:54:10 PM GMT+7","e20190146","Male","C","B","GCI","No","Self motivation","Rarely","Sometimes","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Always","Sometimes","Always","Almost Never","Sometimes","Sometimes","Sometimes","Always","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Some of the time","A little of the time","Some of the time","Some of the time","Most of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Most of the time","A little of the time","86.11","89.03","91.64","79.92"
"2021/08/15 7:54:12 PM GMT+7","e20190599","Female","B","B","GEE","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Devices use in online learning (inadequate)","Rarely","Sometimes","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Always","Always","Sometimes","Sometimes","Rarely","Sometimes","Always","Always","Sometimes","Very Often","Very Often","Very Often","Often","Often","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Very Often","Sometimes","Very Often","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Neutral","Neutral","Disagree","Disagree","Neutral","Neutral","Most of the time","Good part of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Most of the time","Some of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","A little of the time","82.11","69.6","61.6","72.31"
"2021/08/15 7:58:12 PM GMT+7","e20190467","Male","B","B","GIM","Yes","Distraction (home environment, surrounding, people ...)","Almost Never","Almost Never","Sometimes","Rarely","Sometimes","Almost Never","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Rarely","Sometimes","Rarely","Never","Never","Sometimes","Very Often","Sometimes","Never","Never","Never","Sometimes","Very Often","Sometimes","Sometimes","Sometimes","Sometimes","Neutral","Neutral","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Neutral","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","Good part of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Some of the time","70.44","27.31","34.6","52.06"
"2021/08/15 8:01:54 PM GMT+7","e20190448","Male","E","E","GEE","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate);Self motivation","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Always","Rarely","Rarely","Sometimes","Always","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","63,96","76,95","62,6","73,91"
"2021/08/15 8:03:39 PM GMT+7","e20190100","Male","B","B","GEE","Yes","Distraction (home environment, surrounding, people ...)","Always","Always","Sometimes","Always","Always","Always","Always","Sometimes","Always","Always","Always","Almost Never","Almost Never","Sometimes","Always","Always","Always","Often","Very Often","Very Often","Sometimes","Very Often","Very Often","Often","Often","Sometimes","Often","Often","Sometimes","Very Often","Sometimes","Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Agree","Neutral","Agree","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","92.8","87.3","93.65","89.54"
"2021/08/15 8:09:09 PM GMT+7","e20190824","Male","C","C","CGA","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Always","Always","Sometimes","Always","Always","Sometimes","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Often","Often","Often","Sometimes","Very Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","A little of the time","A little of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","67","76","79","83.5"
"2021/08/15 8:11:55 PM GMT+7","e20190141","Male","E","D","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Self motivation","Rarely","Almost Never","Almost Never","Almost Never","Rarely","Rarely","Always","Almost Never","Rarely","Rarely","Sometimes","Almost Never","Almost Never","Almost Never","Sometimes","Rarely","Never Even Thought of","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Agree","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","Some of the time","Most of the time","Some of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","75.73","83.3","77.64","77.74"
"2021/08/15 8:20:35 PM GMT+7","e20190009","Female","D","D","GEE","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Disagree","Strongly Agree","Disagree","Disagree","Agree","Disagree","Disagree","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","70.65","47.94","63.01","62"
"2021/08/15 8:21:11 PM GMT+7","e20190040","Female","C","C","CGA","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Some of the time","Some of the time","Some of the time","Some of the time","Most of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","84.26","45.9","75.3","73.71"
